,Country,Code,Year,Share of global annual CO₂ emissions,Continent
1916,Thailand,THA,2018,0.76603895,Asia
1917,Thailand,THA,2019,0.78268397,Asia
1918,Thailand,THA,2020,0.7865465,Asia
1919,Thailand,THA,2021,0.75018,Asia
1968,Turkey,TUR,2010,0.94722813,Asia
1969,Turkey,TUR,2011,0.99127847,Asia
1970,Turkey,TUR,2012,1.0166254,Asia
1971,Turkey,TUR,2013,0.9829007,Asia
1972,Turkey,TUR,2014,1.0227418,Asia
1973,Turkey,TUR,2015,1.0808378,Asia
1974,Turkey,TUR,2016,1.1409254,Asia
1975,Turkey,TUR,2017,1.1918539,Asia
1976,Turkey,TUR,2018,1.1474584,Asia
1977,Turkey,TUR,2019,1.0833118,Asia
1978,Turkey,TUR,2020,1.1723913,Asia
1979,Turkey,TUR,2021,1.201934,Asia
1980,Turkmenistan,TKM,2010,0.17117085,Asia
1981,Turkmenistan,TKM,2011,0.18030804,Asia
1982,Turkmenistan,TKM,2012,0.19749917,Asia
1983,Turkmenistan,TKM,2013,0.19991606,Asia
1984,Turkmenistan,TKM,2014,0.20174567,Asia
1985,Turkmenistan,TKM,2015,0.20725046,Asia
1986,Turkmenistan,TKM,2016,0.20679908,Asia
1987,Turkmenistan,TKM,2017,0.20322819,Asia
1988,Turkmenistan,TKM,2018,0.19891116,Asia
1989,Turkmenistan,TKM,2019,0.20160864,Asia
1990,Turkmenistan,TKM,2020,0.20427565,Asia
1991,Turkmenistan,TKM,2021,0.22359428,Asia
2016,Ukraine,UKR,2010,0.8815118,Europe
2017,Ukraine,UKR,2011,0.8929624,Europe
2018,Ukraine,UKR,2012,0.8683479,Europe
2019,Ukraine,UKR,2013,0.8416136,Europe
2020,Ukraine,UKR,2014,0.7238017,Europe
2021,Ukraine,UKR,2015,0.62945193,Europe
2022,Ukraine,UKR,2016,0.65872985,Europe
2023,Ukraine,UKR,2017,0.6180256,Europe
2024,Ukraine,UKR,2018,0.62909764,Europe
2025,Ukraine,UKR,2019,0.59881705,Europe
2026,Ukraine,UKR,2020,0.58683264,Europe
2027,Ukraine,UKR,2021,0.54374135,Europe
2028,United Arab Emirates,ARE,2010,0.5413613,Asia
2029,United Arab Emirates,ARE,2011,0.55960584,Asia
2030,United Arab Emirates,ARE,2012,0.5752467,Asia
2031,United Arab Emirates,ARE,2013,0.5825669,Asia
2032,United Arab Emirates,ARE,2014,0.5669684,Asia
2033,United Arab Emirates,ARE,2015,0.60850906,Asia
2034,United Arab Emirates,ARE,2016,0.5977457,Asia
2035,United Arab Emirates,ARE,2017,0.59328353,Asia
2036,United Arab Emirates,ARE,2018,0.5708344,Asia
2037,United Arab Emirates,ARE,2019,0.5622474,Asia
2038,United Arab Emirates,ARE,2020,0.56455296,Asia
2039,United Arab Emirates,ARE,2021,0.5497454,Asia
2040,United Kingdom,GBR,2010,1.5342861,Europe
2041,United Kingdom,GBR,2011,1.3620006,Europe
2042,United Kingdom,GBR,2012,1.3925412,Europe
2043,United Kingdom,GBR,2013,1.3522708,Europe
2044,United Kingdom,GBR,2014,1.2333823,Europe
2045,United Kingdom,GBR,2015,1.1880703,Europe
2046,United Kingdom,GBR,2016,1.124389,Europe
2047,United Kingdom,GBR,2017,1.0731361,Europe
2048,United Kingdom,GBR,2018,1.0311315,Europe
2049,United Kingdom,GBR,2019,0.9836249,Europe
2050,United Kingdom,GBR,2020,0.9251996,Europe
2051,United Kingdom,GBR,2021,0.93409806,Europe
2064,Uzbekistan,UZB,2010,0.31218004,Asia
2065,Uzbekistan,UZB,2011,0.32848167,Asia
2066,Uzbekistan,UZB,2012,0.33952403,Asia
2067,Uzbekistan,UZB,2013,0.3179063,Asia
2068,Uzbekistan,UZB,2014,0.3018744,Asia
2069,Uzbekistan,UZB,2015,0.29162008,Asia
2070,Uzbekistan,UZB,2016,0.31003967,Asia
2071,Uzbekistan,UZB,2017,0.30177453,Asia
2072,Uzbekistan,UZB,2018,0.31625074,Asia
2073,Uzbekistan,UZB,2019,0.3203607,Asia
2074,Uzbekistan,UZB,2020,0.3352978,Asia
2075,Uzbekistan,UZB,2021,0.32763702,Asia
2100,Vietnam,VNM,2010,0.41536894,Asia
2101,Vietnam,VNM,2011,0.43850407,Asia
2102,Vietnam,VNM,2012,0.41242045,Asia
2103,Vietnam,VNM,2013,0.42899704,Asia
2104,Vietnam,VNM,2014,0.5166883,Asia
2105,Vietnam,VNM,2015,0.61231023,Asia
2106,Vietnam,VNM,2016,0.63646716,Asia
2107,Vietnam,VNM,2017,0.6456006,Asia
2108,Vietnam,VNM,2018,0.744635,Asia
2109,Vietnam,VNM,2019,0.919583,Asia
2110,Vietnam,VNM,2020,0.93267614,Asia
2111,Vietnam,VNM,2021,0.8781785,Asia
2112,Yemen,YEM,2010,0.06938721,Asia
2113,Yemen,YEM,2011,0.058544338,Asia
2114,Yemen,YEM,2012,0.05814898,Asia
2115,Yemen,YEM,2013,0.076899834,Asia
2116,Yemen,YEM,2014,0.07441934,Asia
2117,Yemen,YEM,2015,0.039606616,Asia
2118,Yemen,YEM,2016,0.030687638,Asia
2119,Yemen,YEM,2017,0.029334009,Asia
2120,Yemen,YEM,2018,0.028441947,Asia
2121,Yemen,YEM,2019,0.034204334,Asia
2122,Yemen,YEM,2020,0.034426335,Asia
2123,Yemen,YEM,2021,0.033608034,Asia
